ref_Yaw (deg),ref_Pitch (deg),ref_Roll (deg)
5.146191335543383616e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.166421121848215137e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.186544718961638978e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.206562684004240538e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.226475571200579395e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.246283931891684205e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.265988314547732330e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.285589264780902852e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.305087325358365291e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.324483036215401910e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.343776934468627360e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.362969554429295727e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.382061427616683602e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.401053082771523606e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.419945045869494038e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.438737840134732693e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.457431986053379802e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.476028001387135902e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.494526401186822540e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.512927697805947247e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.531232400914256431e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.549441017511277607e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.567554051939841031e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.585572005899577874e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.603495378460391407e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.621324666075894072e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.639060362596807607e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.656702959284331200e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.674252944823461320e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.691710805336266077e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.709077024395121924e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.726352083035894935e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.743536459771073055e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.760630630602847191e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.777635069036143278e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.794550246091590395e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.811376630318448377e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.828114687807461536e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.844764882203669032e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.861327674719153435e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.877803524145730307e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.894192886867576675e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.910496216873804798e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.926713965770972692e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.942846582795538524e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.958894514826249633e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.974858206396477556e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.990738099706483411e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.006534634635635683e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.022248248754554822e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.037879377337204545e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.053428453372920615e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.068895907578378512e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.084282168409501423e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.099587662073308536e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.114812812539697262e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.129958041553177139e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.145023768644532680e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.160010411142430797e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.174918384184967124e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.189748100731157621e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.204499971572363393e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.219174405343662926e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.233771808535159664e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.248292585503240559e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.262737138481760724e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.277105867593189004e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.291399170859676815e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.305617444214085765e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.319761081510947776e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.333830474537367650e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.347826013023877323e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.361748084655224744e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.375597075081108756e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.389373367926864233e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.403077344804080440e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.416709385321173897e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.430269867093896607e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.443759165755800211e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.457177654968636205e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.470525706432704283e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.483803689897148104e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.497011973170199894e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.510150922129361106e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.523220900731541860e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.536222271023137864e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.549155393150063276e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.562020625367721038e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.574818324050929164e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.587548843703791590e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.600212536969515043e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.612809754640181836e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.625340845666461576e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.637806157167280219e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.650206034439433722e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.662540820967153365e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.674810858431615657e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.687016486720416708e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.699158043936976981e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.711235866409913342e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.723250288702350019e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.735201643621192602e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.747090262226339519e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.758916473839859407e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.770680606055107376e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.782382984745802901e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.794023934075056559e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.805603776504345603e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.817122832802454013e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.828581422054350014e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.839979861670029493e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.851318467393306832e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.862597553310560272e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.873817431859431792e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.884978413837487210e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.896080808410818008e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.907124923122610483e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.918111063901662305e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.929039535070857880e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.939910639355599642e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.950724677892189618e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.961481950236174043e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.972182754370641078e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.982827386714475892e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.993416142130570279e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.003949313933989629e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.014427193900100121e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.024850072272650436e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.035218237771807992e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.045531977602165341e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.055791577460685460e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.065997321544622878e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.076149492559395071e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.086248371726408379e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.096294238790858344e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.106287372029467519e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.116228048258201966e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.126116542839933743e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.135953129692072139e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.145738081294150845e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.155471668695373921e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.165154161522127652e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.174785827985444087e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.184366934888437584e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.193897747633685924e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.203378530230592958e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.212809545302695824e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.222191054094935225e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.231523316480904384e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.240806590970035472e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.250041134714767566e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.259227203517669125e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.268365051838522106e+01,0.000000000000000000e+00,0.000000000000000000e+00
